MoviesId,Title,Genres
60,indian in the cupboard the  ,Adventure
60,indian in the cupboard the  ,Children's
60,indian in the cupboard the  ,Fantasy
61,eye for an eye  ,Drama
61,eye for an eye  ,Thriller
62,mr hollands opus  ,Drama
63,dont be a menace to south central while drinking your juice in the hood  ,Comedy
64,two if by sea  ,Comedy
64,two if by sea  ,Romance
65,biodome  ,Comedy
66,lawnmower man  beyond cyberspace  ,Sci-Fi
66,lawnmower man  beyond cyberspace  ,Thriller
67,two bits  ,Drama
68,french twist gazon maudit  ,Comedy
68,french twist gazon maudit  ,Romance
69,friday  ,Comedy
70,from dusk till dawn  ,Action
70,from dusk till dawn  ,Comedy
70,from dusk till dawn  ,Crime
70,from dusk till dawn  ,Horror
70,from dusk till dawn  ,Thriller
71,fair game  ,Action
72,kicking and screaming  ,Comedy
72,kicking and screaming  ,Drama
73,misérables les  ,Drama
73,misérables les  ,Musical
74,bed of roses  ,Drama
74,bed of roses  ,Romance
75,big bully  ,Comedy
75,big bully  ,Drama
76,screamers  ,Sci-Fi
76,screamers  ,Thriller
77,nico icon  ,Documentary
78,crossing guard the  ,Drama
79,juror the  ,Drama
79,juror the  ,Thriller
80,white balloon the badkonake sefid   ,Drama
81,things to do in denver when youre dead  ,Crime
81,things to do in denver when youre dead  ,Drama
81,things to do in denver when youre dead  ,Romance
82,antonias line antonia  ,Drama
83,once upon a time when we were colored  ,Drama
84,last summer in the hamptons  ,Comedy
84,last summer in the hamptons  ,Drama
85,angels and insects  ,Drama
85,angels and insects  ,Romance
86,white squall  ,Adventure
86,white squall  ,Drama
87,dunston checks in  ,Children's
87,dunston checks in  ,Comedy
88,black sheep  ,Comedy
89,nick of time  ,Action
89,nick of time  ,Thriller
90,journey of august king the  ,Drama
92,mary reilly  ,Drama
92,mary reilly  ,Thriller
93,vampire in brooklyn  ,Comedy
93,vampire in brooklyn  ,Romance
94,beautiful girls  ,Drama
95,broken arrow  ,Action
95,broken arrow  ,Thriller
96,in the bleak midwinter  ,Comedy
97,hate haine la  ,Drama
98,shopping  ,Action
98,shopping  ,Thriller
99,heidi fleiss hollywood madam  ,Documentary
100,city hall  ,Drama
100,city hall  ,Thriller
101,bottle rocket  ,Comedy
102,mr wrong  ,Comedy
103,unforgettable  ,Thriller
104,happy gilmore  ,Comedy
105,bridges of madison county the  ,Drama
105,bridges of madison county the  ,Romance
106,nobody loves me keiner liebt mich  ,Comedy
106,nobody loves me keiner liebt mich  ,Drama
107,muppet treasure island  ,Adventure
107,muppet treasure island  ,Children's
107,muppet treasure island  ,Comedy
107,muppet treasure island  ,Musical
108,catwalk  ,Documentary
109,headless body in topless bar  ,Comedy
110,braveheart  ,Action
110,braveheart  ,Drama
110,braveheart  ,War
111,taxi driver  ,Drama
111,taxi driver  ,Thriller
112,rumble in the bronx  ,Action
112,rumble in the bronx  ,Adventure
112,rumble in the bronx  ,Crime
113,before and after  ,Drama
113,before and after  ,Mystery
114,margarets museum  ,Drama
115,happiness is in the field  ,Comedy
116,anne frank remembered  ,Documentary
117,young poisoners handbook the  ,Crime
118,if lucy fell  ,Comedy
118,if lucy fell  ,Romance
119,steal big steal little  ,Comedy
120,race the sun  ,Drama
121,boys of st vincent the  ,Drama
122,boomerang  ,Comedy
122,boomerang  ,Romance
123,chungking express  ,Drama
123,chungking express  ,Mystery
123,chungking express  ,Romance
124,star maker the uomo delle stelle l  ,Drama
125,flirting with disaster  ,Comedy
126,neverending story iii the  ,Adventure
126,neverending story iii the  ,Children's
126,neverending story iii the  ,Fantasy
127,silence of the palace the saimt el qusur  ,Drama
128,jupiters wife  ,Documentary
129,pie in the sky  ,Comedy
129,pie in the sky  ,Romance
130,angela  ,Drama
131,frankie starlight  ,Drama
131,frankie starlight  ,Romance
132,jade  ,Thriller
133,nueba yol  ,Comedy
133,nueba yol  ,Drama
134,sonic outlaws  ,Documentary
135,down periscope  ,Comedy
136,from the journals of jean seberg  ,Documentary
137,man of the year  ,Documentary
138,neon bible the  ,Drama
139,target  ,Action
139,target  ,Drama
140,up close and personal  ,Drama
140,up close and personal  ,Romance
141,birdcage the  ,Comedy
142,shadows cienie  ,Drama
143,gospa  ,Drama
144,brothers mcmullen the  ,Comedy
145,bad boys  ,Action
146,amazing panda adventure the  ,Adventure
146,amazing panda adventure the  ,Children's
147,basketball diaries the  ,Drama
148,awfully big adventure an  ,Drama
149,amateur  ,Crime
149,amateur  ,Drama
149,amateur  ,Thriller
150,apollo   ,Drama
151,rob roy  ,Drama
151,rob roy  ,Romance
151,rob roy  ,War
152,addiction the  ,Horror
153,batman forever  ,Action
153,batman forever  ,Adventure
153,batman forever  ,Comedy
153,batman forever  ,Crime
154,belle de jour  ,Drama
155,beyond rangoon  ,Drama
155,beyond rangoon  ,War
156,blue in the face  ,Comedy
157,canadian bacon  ,Comedy
157,canadian bacon  ,War
158,casper  ,Adventure
158,casper  ,Children's
159,clockers  ,Drama
160,congo  ,Action
160,congo  ,Adventure
160,congo  ,Mystery
160,congo  ,Sci-Fi
161,crimson tide  ,Drama
161,crimson tide  ,Thriller
161,crimson tide  ,War
162,crumb  ,Documentary
163,desperado  ,Action
163,desperado  ,Romance
163,desperado  ,Thriller
164,devil in a blue dress  ,Crime
164,devil in a blue dress  ,Film-Noir
164,devil in a blue dress  ,Mystery
164,devil in a blue dress  ,Thriller
165,die hard with a vengeance  ,Action
165,die hard with a vengeance  ,Thriller
166,doom generation the  ,Comedy
166,doom generation the  ,Drama
167,feast of july  ,Drama
168,first knight  ,Action
168,first knight  ,Adventure
168,first knight  ,Drama
168,first knight  ,Romance
169,free willy  the adventure home  ,Adventure
169,free willy  the adventure home  ,Children's
169,free willy  the adventure home  ,Drama
170,hackers  ,Action
170,hackers  ,Crime
170,hackers  ,Thriller
171,jeffrey  ,Comedy
172,johnny mnemonic  ,Action
172,johnny mnemonic  ,Sci-Fi
172,johnny mnemonic  ,Thriller
173,judge dredd  ,Action
173,judge dredd  ,Adventure
173,judge dredd  ,Sci-Fi
174,jury duty  ,Comedy
175,kids  ,Drama
176,living in oblivion  ,Comedy
177,lord of illusions  ,Horror
178,love  human remains  ,Comedy
179,mad love  ,Drama
179,mad love  ,Romance
180,mallrats  ,Comedy
181,mighty morphin power rangers the movie  ,Action
181,mighty morphin power rangers the movie  ,Children's
182,moonlight and valentino  ,Drama
182,moonlight and valentino  ,Romance
183,mute witness  ,Thriller
184,nadja  ,Drama
185,net the  ,Sci-Fi
185,net the  ,Thriller
186,nine months  ,Comedy
187,party girl  ,Comedy
188,prophecy the  ,Horror
189,reckless  ,Comedy
190,safe  ,Thriller
191,scarlet letter the  ,Drama
192,show the  ,Documentary
193,showgirls  ,Drama
194,smoke  ,Drama
195,something to talk about  ,Comedy
195,something to talk about  ,Drama
195,something to talk about  ,Romance
196,species  ,Horror
196,species  ,Sci-Fi
197,stars fell on henrietta the  ,Drama
198,strange days  ,Action
198,strange days  ,Crime
198,strange days  ,Sci-Fi
199,umbrellas of cherbourg the parapluies de cherbourg les  ,Drama
199,umbrellas of cherbourg the parapluies de cherbourg les  ,Musical
200,tie that binds the  ,Thriller
201,three wishes  ,Drama
202,total eclipse  ,Drama
202,total eclipse  ,Romance
203,to wong foo thanks for everything julie newmar  ,Comedy
204,under siege  dark territory  ,Action
205,unstrung heroes  ,Comedy
205,unstrung heroes  ,Drama
206,unzipped  ,Documentary
207,walk in the clouds a  ,Drama
207,walk in the clouds a  ,Romance
208,waterworld  ,Action
208,waterworld  ,Adventure
209,white mans burden  ,Drama
210,wild bill  ,Western
211,browning version the  ,Drama
212,bushwhacked  ,Comedy
213,burnt by the sun utomlyonnye solntsem  ,Drama
214,before the rain pred dozhdot  ,Drama
215,before sunrise  ,Drama
215,before sunrise  ,Romance
216,billy madison  ,Comedy
217,babysitter the  ,Drama
217,babysitter the  ,Thriller
218,boys on the side  ,Comedy
218,boys on the side  ,Drama
219,cure the  ,Drama
220,castle freak  ,Horror
222,circle of friends  ,Drama
222,circle of friends  ,Romance
223,clerks  ,Comedy
224,don juan demarco  ,Comedy
224,don juan demarco  ,Drama
224,don juan demarco  ,Romance
225,disclosure  ,Drama
225,disclosure  ,Thriller
226,dream man  ,Thriller
227,drop zone  ,Action
228,destiny turns on the radio  ,Comedy
229,death and the maiden  ,Drama
229,death and the maiden  ,Thriller
230,dolores claiborne  ,Drama
230,dolores claiborne  ,Thriller
231,dumb  dumber  ,Comedy
232,eat drink man woman  ,Comedy
232,eat drink man woman  ,Drama
233,exotica  ,Drama
234,exit to eden  ,Comedy
235,ed wood  ,Comedy
235,ed wood  ,Drama
236,french kiss  ,Comedy
236,french kiss  ,Romance
237,forget paris  ,Comedy
237,forget paris  ,Romance
238,far from home the adventures of yellow dog  ,Adventure
238,far from home the adventures of yellow dog  ,Children's
239,goofy movie a  ,Animation
239,goofy movie a  ,Children's
239,goofy movie a  ,Comedy
239,goofy movie a  ,Romance
240,hideaway  ,Thriller
241,fluke  ,Children's
241,fluke  ,Drama
242,farinelli il castrato  ,Drama
242,farinelli il castrato  ,Musical
243,gordy  ,Comedy
244,gumby the movie  ,Animation
244,gumby the movie  ,Children's
245,glass shield the  ,Crime
245,glass shield the  ,Drama
246,hoop dreams  ,Documentary
247,heavenly creatures  ,Drama
247,heavenly creatures  ,Fantasy
247,heavenly creatures  ,Romance
247,heavenly creatures  ,Thriller
248,houseguest  ,Comedy
249,immortal beloved  ,Drama
249,immortal beloved  ,Romance
250,heavyweights  ,Children's
250,heavyweights  ,Comedy
251,hunted the  ,Action
252,iq  ,Comedy
252,iq  ,Romance
253,interview with the vampire  ,Drama
253,interview with the vampire  ,Horror
254,jefferson in paris  ,Drama
255,jerky boys the  ,Comedy
256,junior  ,Comedy
256,junior  ,Sci-Fi
257,just cause  ,Mystery
257,just cause  ,Thriller
258,kid in king arthurs court a  ,Adventure
258,kid in king arthurs court a  ,Children's
258,kid in king arthurs court a  ,Comedy
258,kid in king arthurs court a  ,Fantasy
258,kid in king arthurs court a  ,Romance
259,kiss of death  ,Crime
259,kiss of death  ,Drama
259,kiss of death  ,Thriller
260,star wars episode iv  a new hope  ,Action
260,star wars episode iv  a new hope  ,Adventure
260,star wars episode iv  a new hope  ,Fantasy
260,star wars episode iv  a new hope  ,Sci-Fi
261,little women  ,Drama
262,little princess a  ,Children's
262,little princess a  ,Drama
263,ladybird ladybird  ,Drama
264,enfer l  ,Drama
265,like water for chocolate como agua para chocolate  ,Drama
265,like water for chocolate como agua para chocolate  ,Romance
266,legends of the fall  ,Drama
266,legends of the fall  ,Romance
266,legends of the fall  ,War
266,legends of the fall  ,Western
267,major payne  ,Comedy
268,little odessa  ,Drama
269,my crazy life mi vida loca  ,Drama
270,love affair  ,Drama
270,love affair  ,Romance
271,losing isaiah  ,Drama
272,madness of king george the  ,Drama
273,mary shelleys frankenstein  ,Drama
273,mary shelleys frankenstein  ,Horror
274,man of the house  ,Comedy
275,mixed nuts  ,Comedy
276,milk money  ,Comedy
276,milk money  ,Romance
277,miracle on th street  ,Drama
278,miami rhapsody  ,Comedy
279,my family  ,Drama
280,murder in the first  ,Drama
280,murder in the first  ,Thriller
281,nobodys fool  ,Drama
282,nell  ,Drama
283,new jersey drive  ,Crime
283,new jersey drive  ,Drama
284,new york cop  ,Action
284,new york cop  ,Crime
285,beyond bedlam  ,Drama
285,beyond bedlam  ,Horror
286,nemesis  nebula  ,Action
286,nemesis  nebula  ,Sci-Fi
286,nemesis  nebula  ,Thriller
287,nina takes a lover  ,Comedy
287,nina takes a lover  ,Romance
288,natural born killers  ,Action
288,natural born killers  ,Thriller
289,only you  ,Comedy
289,only you  ,Romance
290,once were warriors  ,Crime
290,once were warriors  ,Drama
291,poison ivy ii  ,Thriller
292,outbreak  ,Action
292,outbreak  ,Drama
292,outbreak  ,Thriller
293,professional the aka leon the professional  ,Crime
293,professional the aka leon the professional  ,Drama
293,professional the aka leon the professional  ,Romance
293,professional the aka leon the professional  ,Thriller
294,perez family the  ,Comedy
294,perez family the  ,Romance
295,pyromaniacs love story a  ,Comedy
295,pyromaniacs love story a  ,Romance
296,pulp fiction  ,Crime
296,pulp fiction  ,Drama
297,panther  ,Drama
298,pushing hands  ,Comedy
299,priest  ,Drama
300,quiz show  ,Drama
301,picture bride  ,Drama
301,picture bride  ,Romance
302,queen margot la reine margot  ,Drama
302,queen margot la reine margot  ,Romance
303,quick and the dead the  ,Action
303,quick and the dead the  ,Adventure
303,quick and the dead the  ,Western
304,roommates  ,Comedy
304,roommates  ,Drama
305,ready to wear pretaporter  ,Comedy
306,three colors red  ,Drama
307,three colors blue  ,Drama
308,three colors white  ,Drama
309,red firecracker green firecracker  ,Drama
310,rentakid  ,Comedy
311,relative fear  ,Horror
311,relative fear  ,Thriller
312,stuart saves his family  ,Comedy
313,swan princess the  ,Animation
313,swan princess the  ,Children's
314,secret of roan inish the  ,Drama
315,specialist the  ,Action
316,stargate  ,Action
316,stargate  ,Adventure
316,stargate  ,Sci-Fi
317,santa clause the  ,Children's
317,santa clause the  ,Comedy
317,santa clause the  ,Fantasy
318,shawshank redemption the  ,Drama
319,shallow grave  ,Thriller
320,suture  ,Film-Noir
320,suture  ,Thriller
321,strawberry and chocolate fresa y chocolate  ,Drama
322,swimming with sharks  ,Comedy
322,swimming with sharks  ,Drama
324,sum of us the  ,Comedy
325,national lampoons senior trip  ,Comedy
326,to live huozhe  ,Drama
327,tank girl  ,Action
327,tank girl  ,Comedy
327,tank girl  ,Musical
327,tank girl  ,Sci-Fi
328,tales from the crypt presents demon knight  ,Horror
329,star trek generations  ,Action
329,star trek generations  ,Adventure
329,star trek generations  ,Sci-Fi
330,tales from the hood  ,Comedy
330,tales from the hood  ,Horror
331,tom  viv  ,Drama
332,village of the damned  ,Horror
332,village of the damned  ,Sci-Fi
333,tommy boy  ,Comedy
334,vanya on nd street  ,Drama
335,underneath the  ,Mystery
335,underneath the  ,Thriller
336,walking dead the  ,Drama
336,walking dead the  ,War
337,whats eating gilbert grape  ,Drama
338,virtuosity  ,Sci-Fi
338,virtuosity  ,Thriller
339,while you were sleeping  ,Comedy
339,while you were sleeping  ,Romance
340,war the  ,Adventure
340,war the  ,Drama
341,double happiness  ,Drama
342,muriels wedding  ,Comedy
342,muriels wedding  ,Romance
343,babysitters club the  ,Children's
344,ace ventura pet detective  ,Comedy
345,adventures of priscilla queen of the desert the  ,Comedy
345,adventures of priscilla queen of the desert the  ,Drama
346,backbeat  ,Drama
346,backbeat  ,Musical
347,bitter moon  ,Drama
348,bullets over broadway  ,Comedy
349,clear and present danger  ,Action
349,clear and present danger  ,Adventure
349,clear and present danger  ,Thriller
350,client the  ,Drama
350,client the  ,Mystery
350,client the  ,Thriller
351,corrina corrina  ,Comedy
351,corrina corrina  ,Drama
351,corrina corrina  ,Romance
352,crooklyn  ,Comedy
353,crow the  ,Action
353,crow the  ,Romance
353,crow the  ,Thriller
354,cobb  ,Drama
355,flintstones the  ,Children's
355,flintstones the  ,Comedy
356,forrest gump  ,Comedy
356,forrest gump  ,Romance
356,forrest gump  ,War
357,four weddings and a funeral  ,Comedy
357,four weddings and a funeral  ,Romance
358,higher learning  ,Drama
359,i like it like that  ,Comedy
359,i like it like that  ,Drama
359,i like it like that  ,Romance
360,i love trouble  ,Action
360,i love trouble  ,Comedy
361,it could happen to you  ,Drama
361,it could happen to you  ,Romance
362,jungle book the  ,Adventure
362,jungle book the  ,Children's
362,jungle book the  ,Romance
363,wonderful horrible life of leni riefenstahl the die macht der bilder  ,Documentary
364,lion king the  ,Animation
364,lion king the  ,Children's
364,lion king the  ,Musical
365,little buddha  ,Drama
366,wes cravens new nightmare  ,Horror
367,mask the  ,Comedy
367,mask the  ,Crime
367,mask the  ,Fantasy
368,maverick  ,Action
368,maverick  ,Comedy
368,maverick  ,Western
369,mrs parker and the vicious circle  ,Drama
370,naked gun   the final insult  ,Comedy
371,paper the  ,Comedy
371,paper the  ,Drama
372,reality bites  ,Comedy
372,reality bites  ,Drama
373,red rock west  ,Thriller
374,richie rich  ,Children's
374,richie rich  ,Comedy
375,safe passage  ,Drama
376,river wild the  ,Action
376,river wild the  ,Thriller
377,speed  ,Action
377,speed  ,Romance
377,speed  ,Thriller
378,speechless  ,Comedy
378,speechless  ,Romance
379,timecop  ,Action
379,timecop  ,Sci-Fi
380,true lies  ,Action
380,true lies  ,Adventure
380,true lies  ,Comedy
380,true lies  ,Romance
381,when a man loves a woman  ,Drama
382,wolf  ,Drama
382,wolf  ,Horror
383,wyatt earp  ,Western
384,bad company  ,Action
385,man of no importance a  ,Drama
386,sfw  ,Drama
387,low down dirty shame a  ,Action
387,low down dirty shame a  ,Comedy
388,boys life  ,Drama
389,colonel chabert le  ,Drama
389,colonel chabert le  ,Romance
389,colonel chabert le  ,War
390,faster pussycat kill kill  ,Action
390,faster pussycat kill kill  ,Comedy
390,faster pussycat kill kill  ,Drama
391,jasons lyric  ,Crime
391,jasons lyric  ,Drama
392,secret adventures of tom thumb the  ,Adventure
392,secret adventures of tom thumb the  ,Children's
393,street fighter  ,Action
394,coldblooded  ,Action
395,desert winds  ,Drama
396,fall time  ,Drama
397,fear the  ,Horror
398,frank and ollie  ,Documentary
399,girl in the cadillac  ,Drama
400,homage  ,Drama
401,mirage  ,Action
401,mirage  ,Thriller
402,open season  ,Comedy
403,two crimes  ,Comedy
403,two crimes  ,Crime
403,two crimes  ,Drama
404,brother minister the assassination of malcolm x  ,Documentary
405,highlander iii the sorcerer  ,Action
405,highlander iii the sorcerer  ,Sci-Fi
406,federal hill  ,Drama
407,in the mouth of madness  ,Horror
407,in the mouth of madness  ,Thriller
408, seconds  ,Drama
409,above the rim  ,Drama
410,addams family values  ,Comedy
411,you so crazy  ,Comedy
412,age of innocence the  ,Drama
413,airheads  ,Comedy
414,air up there the  ,Comedy
415,another stakeout  ,Comedy
415,another stakeout  ,Thriller
416,bad girls  ,Western
417,barcelona  ,Comedy
417,barcelona  ,Romance
418,being human  ,Drama
419,beverly hillbillies the  ,Comedy
420,beverly hills cop iii  ,Action
420,beverly hills cop iii  ,Comedy
421,black beauty  ,Adventure
421,black beauty  ,Children's
422,blink  ,Thriller
423,blown away  ,Action
423,blown away  ,Thriller
424,blue chips  ,Drama
425,blue sky  ,Drama
425,blue sky  ,Romance
426,body snatchers  ,Horror
426,body snatchers  ,Sci-Fi
426,body snatchers  ,Thriller
427,boxing helena  ,Mystery
427,boxing helena  ,Romance
427,boxing helena  ,Thriller
428,bronx tale a  ,Drama
429,cabin boy  ,Comedy
430,calendar girl  ,Drama
431,carlitos way  ,Crime
431,carlitos way  ,Drama
432,city slickers ii the legend of curlys gold  ,Comedy
432,city slickers ii the legend of curlys gold  ,Western
433,clean slate  ,Comedy
434,cliffhanger  ,Action
434,cliffhanger  ,Adventure
434,cliffhanger  ,Crime
435,coneheads  ,Comedy
435,coneheads  ,Sci-Fi
436,color of night  ,Drama
436,color of night  ,Thriller
437,cops and robbersons  ,Comedy
438,cowboy way the  ,Action
438,cowboy way the  ,Comedy
439,dangerous game  ,Drama
440,dave  ,Comedy
440,dave  ,Romance
441,dazed and confused  ,Comedy
442,demolition man  ,Action
442,demolition man  ,Sci-Fi
443,endless summer  the  ,Documentary
444,even cowgirls get the blues  ,Comedy
444,even cowgirls get the blues  ,Romance
445,fatal instinct  ,Comedy
446,farewell my concubine  ,Drama
446,farewell my concubine  ,Romance
447,favor the  ,Comedy
447,favor the  ,Romance
448,fearless  ,Drama
449,fear of a black hat  ,Comedy
450,with honors  ,Comedy
450,with honors  ,Drama
451,flesh and bone  ,Drama
451,flesh and bone  ,Mystery
451,flesh and bone  ,Romance
452,widows peak  ,Drama
453,for love or money  ,Comedy
454,firm the  ,Drama
454,firm the  ,Thriller
455,free willy  ,Adventure
455,free willy  ,Children's
455,free willy  ,Drama
456,fresh  ,Drama
457,fugitive the  ,Action
457,fugitive the  ,Thriller
458,geronimo an american legend  ,Drama
458,geronimo an american legend  ,Western
459,getaway the  ,Action
460,getting even with dad  ,Comedy
461,go fish  ,Drama
461,go fish  ,Romance
462,good man in africa a  ,Action
462,good man in africa a  ,Adventure
463,guilty as sin  ,Crime
463,guilty as sin  ,Drama
463,guilty as sin  ,Thriller
464,hard target  ,Action
464,hard target  ,Adventure
464,hard target  ,Crime
464,hard target  ,Thriller
465,heaven  earth  ,Action
465,heaven  earth  ,Drama
465,heaven  earth  ,War
466,hot shots part deux  ,Action
466,hot shots part deux  ,Comedy
466,hot shots part deux  ,War
467,live nude girls  ,Comedy
468,englishman who went up a hill but came down a mountain the  ,Comedy
468,englishman who went up a hill but came down a mountain the  ,Romance
469,house of the spirits the  ,Drama
469,house of the spirits the  ,Romance
470,house party   ,Comedy
471,hudsucker proxy the  ,Comedy
471,hudsucker proxy the  ,Romance
472,ill do anything  ,Comedy
472,ill do anything  ,Drama
473,in the army now  ,Comedy
473,in the army now  ,War
474,in the line of fire  ,Action
474,in the line of fire  ,Thriller
475,in the name of the father  ,Drama
476,inkwell the  ,Comedy
476,inkwell the  ,Drama
477,whats love got to do with it  ,Drama
478,jimmy hollywood  ,Comedy
479,judgment night  ,Action
480,jurassic park  ,Action
480,jurassic park  ,Adventure
480,jurassic park  ,Sci-Fi
481,kalifornia  ,Drama
481,kalifornia  ,Thriller
482,killing zoe  ,Thriller
483,king of the hill  ,Drama
484,lassie  ,Adventure
484,lassie  ,Children's
485,last action hero  ,Action
485,last action hero  ,Comedy
486,life with mikey  ,Comedy
487,lightning jack  ,Comedy
487,lightning jack  ,Western
488,m butterfly  ,Drama
489,made in america  ,Comedy
490,malice  ,Thriller
491,man without a face the  ,Drama
492,manhattan murder mystery  ,Comedy
492,manhattan murder mystery  ,Mystery
493,menace ii society  ,Action
493,menace ii society  ,Crime
493,menace ii society  ,Drama
494,executive decision  ,Action
494,executive decision  ,Thriller
495,in the realm of the senses ai no corrida  ,Drama
496,what happened was  ,Comedy
496,what happened was  ,Drama
496,what happened was  ,Romance
497,much ado about nothing  ,Comedy
497,much ado about nothing  ,Romance
498,mr jones  ,Drama
498,mr jones  ,Romance
499,mr wonderful  ,Comedy
499,mr wonderful  ,Romance
500,mrs doubtfire  ,Comedy
501,naked  ,Drama
502,next karate kid the  ,Action
502,next karate kid the  ,Children's
503,new age the  ,Drama
504,no escape  ,Action
504,no escape  ,Sci-Fi
505,north  ,Comedy
506,orlando  ,Drama
507,perfect world a  ,Action
507,perfect world a  ,Drama
508,philadelphia  ,Drama
509,piano the  ,Drama
509,piano the  ,Romance
510,poetic justice  ,Drama
511,program the  ,Action
511,program the  ,Drama
512,robert a heinleins the puppet masters  ,Horror
512,robert a heinleins the puppet masters  ,Sci-Fi
513,radioland murders  ,Comedy
513,radioland murders  ,Mystery
513,radioland murders  ,Romance
514,ref the  ,Comedy
515,remains of the day the  ,Drama
516,renaissance man  ,Comedy
516,renaissance man  ,Drama
516,renaissance man  ,War
517,rising sun  ,Action
517,rising sun  ,Drama
517,rising sun  ,Mystery
518,road to wellville the  ,Comedy
519,robocop   ,Sci-Fi
519,robocop   ,Thriller
520,robin hood men in tights  ,Comedy
521,romeo is bleeding  ,Crime
521,romeo is bleeding  ,Thriller
522,romper stomper  ,Action
522,romper stomper  ,Drama
523,ruby in paradise  ,Drama
524,rudy  ,Drama
525,saint of fort washington the  ,Drama
526,savage nights nuits fauves les  ,Drama
527,schindlers list  ,Drama
527,schindlers list  ,War
528,scout the  ,Drama
529,searching for bobby fischer  ,Drama
530,second best  ,Drama
531,secret garden the  ,Children's
531,secret garden the  ,Drama
532,serial mom  ,Comedy
532,serial mom  ,Crime
532,serial mom  ,Horror
533,shadow the  ,Action
534,shadowlands  ,Drama
534,shadowlands  ,Romance
535,short cuts  ,Drama
536,simple twist of fate a  ,Drama
537,sirens  ,Comedy
537,sirens  ,Drama
538,six degrees of separation  ,Drama
539,sleepless in seattle  ,Comedy
539,sleepless in seattle  ,Romance
540,sliver  ,Thriller
541,blade runner  ,Film-Noir
541,blade runner  ,Sci-Fi
542,son in law  ,Comedy
543,so i married an axe murderer  ,Comedy
543,so i married an axe murderer  ,Romance
543,so i married an axe murderer  ,Thriller
544,striking distance  ,Action
545,harlem  ,Drama
546,super mario bros  ,Action
546,super mario bros  ,Adventure
546,super mario bros  ,Children's
546,super mario bros  ,Sci-Fi
547,surviving the game  ,Action
547,surviving the game  ,Adventure
547,surviving the game  ,Thriller
548,terminal velocity  ,Action
549,thirtytwo short films about glenn gould  ,Documentary
550,threesome  ,Comedy
550,threesome  ,Romance
551,nightmare before christmas the  ,Children's
551,nightmare before christmas the  ,Comedy
551,nightmare before christmas the  ,Musical
